year,address,storeys,units,score,parkings,elevators,windows,cleanliness,Decade,Average_Score
1952,2545 LAKE SHORE BLVD W,4,26,92,2,0,3,3,1950,86.53728070175438
1952,2549 LAKE SHORE BLVD W,4,26,92,3,0,3,3,1950,86.53728070175438
1952,2555 LAKE SHORE BLVD W,4,26,89,2,0,3,3,1950,86.53728070175438
1952,2559 LAKE SHORE BLVD W,4,26,87,1,0,3,3,1950,86.53728070175438
1960,2660 LAKE SHORE BLVD W,4,15,90,3,0,3,3,1960,87.9720394736842
1955,2667 LAKE SHORE BLVD W,4,17,97,3,0,3,3,1950,86.53728070175438
1980,2835 LAKE SHORE BLVD W,9,148,89,2,3,2,3,1980,89.2235294117647
1960,8 LAKE SHORE DR,3,11,79,3,0,3,2,1960,87.9720394736842
1958,67 LAKE SHORE DR,3,18,84,3,0,3,2,1950,86.53728070175438
1983,2 LAMBERTLODGE AVE,5,64,94,2,3,3,2,1980,89.2235294117647
1958,38 LAMBTON AVE,3,26,89,2,0,3,2,1950,86.53728070175438
1958,40 LAMBTON AVE,3,26,93,2,0,3,3,1950,86.53728070175438
1985,685 LANSDOWNE AVE,3,30,75,0,0,2,2,1980,89.2235294117647
1992,800 LANSDOWNE AVE,4,138,95,3,3,3,3,1990,88.76712328767124
2003,973 LANSDOWNE AVE,3,20,98,0,0,3,3,2000,91.13793103448276
1957,23 LASCELLES BLVD,18,235,92,2,3,3,3,1950,86.53728070175438
1965,640 LAUDER AVE,10,129,83,2,3,3,2,1960,87.9720394736842
1960,874 LAWRENCE AVE E,3,12,73,1,0,2,3,1960,87.9720394736842
1960,876 LAWRENCE AVE E,3,12,87,1,0,3,3,1960,87.9720394736842
1962,1001 LAWRENCE AVE E,7,69,89,2,3,3,3,1960,87.9720394736842
1961,1441 LAWRENCE AVE E,14,251,78,2,3,3,2,1960,87.9720394736842
1960,1725 LAWRENCE AVE E,6,43,89,2,3,3,3,1960,87.9720394736842
1964,1765 LAWRENCE AVE E,7,103,43,2,0,3,0,1960,87.9720394736842
1961,1780 LAWRENCE AVE E,5,39,89,1,3,3,3,1960,87.9720394736842
1962,1790 LAWRENCE AVE E,5,36,93,3,3,3,3,1960,87.9720394736842
1993,2155 LAWRENCE AVE E,11,243,91,3,3,3,3,1990,88.76712328767124
1968,2185 LAWRENCE AVE E,12,142,77,2,3,3,2,1960,87.9720394736842
1968,2250 LAWRENCE AVE E,6,33,93,3,3,3,3,1960,87.9720394736842
1957,2700 LAWRENCE AVE E,7,111,88,2,3,3,1,1950,86.53728070175438
1957,2702 LAWRENCE AVE E,7,96,85,2,3,3,2,1950,86.53728070175438
1964,3125 LAWRENCE AVE E,7,110,79,1,3,3,1,1960,87.9720394736842
1960,3201 LAWRENCE AVE E,13,123,96,3,3,3,3,1960,87.9720394736842
1972,3700 LAWRENCE AVE E,11,105,92,1,3,3,3,1970,88.4402489626556
1970,3827 LAWRENCE AVE E,7,88,90,2,3,2,3,1970,88.4402489626556
1969,3847 LAWRENCE AVE E,13,213,75,1,3,2,1,1960,87.9720394736842
1975,3895 LAWRENCE AVE E,10,114,81,2,3,2,2,1970,88.4402489626556
1970,3939 LAWRENCE AVE E,3,31,79,1,0,3,3,1970,88.4402489626556
1970,3943 LAWRENCE AVE E,3,15,74,2,0,2,1,1970,88.4402489626556
1970,3945 LAWRENCE AVE E,3,20,83,3,0,2,2,1970,88.4402489626556
1967,4000 LAWRENCE AVE E,12,141,92,2,3,1,3,1960,87.9720394736842
1972,4100 LAWRENCE AVE E,11,185,78,1,1,2,2,1970,88.4402489626556
1972,4110 LAWRENCE AVE E,11,185,80,1,3,3,2,1970,88.4402489626556
1974,4175 LAWRENCE AVE E,13,375,85,2,2,3,2,1970,88.4402489626556
1974,4205 LAWRENCE AVE E,14,345,84,1,3,3,2,1970,88.4402489626556
1940,284 LAWRENCE AVE W,3,15,73,1,0,2,3,1940,83.27777777777777
1954,568 LAWRENCE AVE W,3,29,71,2,0,2,3,1950,86.53728070175438
2003,651 LAWRENCE AVE W,3,24,98,2,3,3,3,2000,91.13793103448276
1959,771 LAWRENCE AVE W,3,10,77,3,0,2,3,1950,86.53728070175438
1965,1079 LAWRENCE AVE W,3,15,73,2,0,2,3,1960,87.9720394736842
1967,1440 LAWRENCE AVE W,13,207,78,2,2,3,1,1960,87.9720394736842
1967,1442 LAWRENCE AVE W,13,214,79,2,3,3,1,1960,87.9720394736842
1969,1465 LAWRENCE AVE W,20,161,93,3,3,3,2,1960,87.9720394736842
1963,1550 LAWRENCE AVE W,7,96,83,2,3,3,2,1960,87.9720394736842
1962,1560 LAWRENCE AVE W,6,90,82,2,3,3,3,1960,87.9720394736842
1970,1577 LAWRENCE AVE W,15,350,89,2,3,3,3,1970,88.4402489626556
1962,1619 LAWRENCE AVE W,4,24,86,1,3,3,3,1960,87.9720394736842
1955,1620 LAWRENCE AVE W,3,13,91,3,0,3,1,1950,86.53728070175438
1955,1622 LAWRENCE AVE W,3,20,91,3,0,3,1,1950,86.53728070175438
1994,1630 LAWRENCE AVE W,8,100,87,2,1,3,3,1990,88.76712328767124
1960,1728 LAWRENCE AVE W,4,34,89,2,0,3,3,1960,87.9720394736842
1979,1750 LAWRENCE AVE W,4,70,96,3,3,3,3,1970,88.4402489626556
1960,2099 LAWRENCE AVE W,16,121,90,2,3,3,2,1960,87.9720394736842
1927,48 LAWTON BLVD,3,19,82,3,0,3,2,1920,83.97142857142858
1915,50 LAWTON BLVD,3,20,89,2,0,3,3,1910,84.04166666666667
1929,57 LAWTON BLVD,4,12,87,0,0,3,3,1920,83.97142857142858
1930,80 LAWTON BLVD,3,24,85,0,0,3,3,1930,84.36363636363636
1965,95 LAWTON BLVD,7,60,90,3,3,3,3,1960,87.9720394736842
1934,101 LAWTON BLVD,5,46,91,2,3,3,3,1930,84.36363636363636
1962,125 LAWTON BLVD,12,122,93,3,3,3,2,1960,87.9720394736842
1955,134 LAWTON BLVD,4,42,97,3,0,3,3,1950,86.53728070175438
1953,3 LAXTON AVE,8,42,86,2,3,3,3,1950,86.53728070175438
1962,39 LEDUC DR,3,13,88,2,0,3,3,1960,87.9720394736842
1957,3 LEILA LANE,3,31,82,2,0,2,2,1950,86.53728070175438
1957,5 LEILA LANE,3,31,71,1,0,1,2,1950,86.53728070175438
1965,34 LEITH HILL RD,11,231,96,2,3,3,3,1960,87.9720394736842
1960,25 LEONARD AVE,6,77,86,0,3,3,2,1960,87.9720394736842
1987,58 LEWIS ST,4,15,94,0,0,3,2,1980,89.2235294117647
2010,65 LILLIAN ST,10,141,95,2,3,3,3,2010,96
1962,137 LINDYLOU RD,7,114,94,2,3,3,3,1960,87.9720394736842
1966,45 LIVINGSTON RD,16,188,85,2,3,2,3,1960,87.9720394736842
1957,3112 YONGE ST,4,41,98,2,3,3,3,1950,86.53728070175438
1927,310 LONSDALE RD,4,15,88,3,0,3,3,1920,83.97142857142858
1925,311 LONSDALE RD,4,14,88,0,0,3,3,1920,83.97142857142858
1927,312 LONSDALE RD,4,19,91,3,0,3,2,1920,83.97142857142858
1923,320 LONSDALE RD,4,32,75,0,0,2,2,1920,83.97142857142858
1963,37 LORD SEATON RD,4,49,87,1,3,3,3,1960,87.9720394736842
1957,41 LORINDALE AVE,3,26,90,1,0,3,3,1950,86.53728070175438
1993,29 LOUVAIN AVE,4,51,73,1,3,3,3,1990,88.76712328767124
1969,444 LUMSDEN AVE,42,183,73,2,3,3,2,1960,87.9720394736842
1965,5 LYNVALLEY CRES,7,92,79,3,3,3,2,1960,87.9720394736842
1967,141 LYON CRT,18,142,95,2,3,3,3,1960,87.9720394736842
1973,24 MABELLE AVE,36,540,98,3,3,3,3,1970,88.4402489626556
1974,25 MABELLE AVE,31,416,93,3,3,3,3,1970,88.4402489626556
1979,41 MABELLE AVE,19,350,88,3,3,3,3,1970,88.4402489626556
1974,52 MABELLE AVE,22,310,85,3,3,3,1,1970,88.4402489626556
1948,130 MACPHERSON AVE,3,26,78,0,0,2,2,1940,83.27777777777777
1989,25 MADISON AVE,4,12,97,0,0,3,3,1980,89.2235294117647
1890,51 MADISON AVE,3,11,77,0,0,3,1,1890,79
1907,93-99 MADISON AVE,3,17,90,0,3,3,3,1900,81.1875
2019,200 MADISON AVE,6,82,99,0,3,3,3,2010,96
1969,255 MAIN ST,9,128,85,0,3,2,2,1960,87.9720394736842
1971,275 MAIN ST,29,324,84,1,3,3,2,1970,88.4402489626556
1923,33 MAITLAND ST,3,37,99,0,0,3,3,1920,83.97142857142858
1920,36 MAITLAND ST,4,27,97,3,0,3,3,1920,83.97142857142858
1909,42 MAITLAND ST,4,27,97,3,0,3,3,1900,81.1875
1927,54 MAITLAND ST,4,45,95,2,0,3,3,1920,83.97142857142858
1928,56 MAITLAND ST,4,47,96,2,0,3,3,1920,83.97142857142858
1965,100 MAITLAND ST,18,102,98,2,3,3,3,1960,87.9720394736842
1928,120 MAITLAND ST,3,24,89,0,0,2,3,1920,83.97142857142858
1962,15 MALLORY CRES,3,34,86,3,3,3,2,1960,87.9720394736842
1968,215 MARKHAM RD,17,193,95,3,3,3,3,1960,87.9720394736842
1977,399 MARKHAM RD,15,254,85,3,3,2,2,1970,88.4402489626556
1970,419 MARKHAM RD,12,160,93,2,3,2,3,1970,88.4402489626556
1967,1050 MARKHAM RD,19,295,91,1,3,3,3,1960,87.9720394736842
1965,210 MARKLAND DR,13,152,92,2,3,3,3,1960,87.9720394736842
1965,287 MARKLAND DR,10,118,94,2,3,3,3,1960,87.9720394736842
1960,99 MARLEE AVE,6,59,97,2,3,3,3,1960,87.9720394736842
1955,101 MARLEE AVE,6,58,65,0,3,2,2,1950,86.53728070175438
1960,110 MARLEE AVE,7,110,85,3,3,2,2,1960,87.9720394736842
1967,145 MARLEE AVE,18,315,91,2,3,3,3,1960,87.9720394736842
1965,1 MARQUETTE AVE,4,24,79,2,3,2,2,1960,87.9720394736842
1960,1865 MARTIN GROVE RD,12,92,92,2,3,3,3,1960,87.9720394736842
1971,1875 MARTIN GROVE RD,12,88,93,1,3,3,3,1970,88.4402489626556
1981,110 MASON RD,7,53,96,3,3,2,3,1980,89.2235294117647
2008,50 MATILDA ST,4,56,98,0,3,3,3,2000,91.13793103448276
1965,99 MATTSON RD,4,30,85,1,3,2,3,1960,87.9720394736842
1940,63 MAXWELL AVE,3,33,91,2,0,3,3,1940,83.27777777777777
1962,21 MAYFAIR AVE,11,138,96,3,3,3,3,1960,87.9720394736842
1978,22 MAYNARD AVE,3,36,78,0,0,3,1,1970,88.4402489626556
1900,28 MAYNARD AVE,3,20,83,1,0,3,3,1900,81.1875
1960,32 MAYNARD AVE,8,43,91,2,3,3,3,1960,87.9720394736842
1991,22 MC CAUL ST,11,139,91,2,3,3,3,1990,88.76712328767124
1965,370 MCCOWAN RD,15,207,99,3,3,3,3,1960,87.9720394736842
1993,2319 MCNICOLL AVE,5,130,95,3,3,3,3,1990,88.76712328767124
1960,133 MERRILL AVE E,3,42,81,2,3,3,2,1960,87.9720394736842
1999,268 MERTON ST,5,38,96,3,3,3,2,1990,88.76712328767124
1962,375 MERTON ST,4,47,87,2,3,3,2,1960,87.9720394736842
1959,740 MIDLAND AVE,5,87,95,2,3,2,3,1950,86.53728070175438
1959,746 MIDLAND AVE,5,87,96,2,3,3,3,1950,86.53728070175438
1965,1155 MIDLAND AVE,5,115,92,1,3,3,3,1960,87.9720394736842
2005,270 MILAN ST,3,30,95,3,3,3,3,2000,91.13793103448276
1960,2 MILEPOST PL,6,77,81,2,3,3,2,1960,87.9720394736842
1955,6 MILEPOST PL,6,82,94,2,3,3,3,1950,86.53728070175438
1960,8 MILEPOST PL,6,76,82,1,3,3,3,1960,87.9720394736842
1974,340 MILL RD,19,225,97,1,3,3,3,1970,88.4402489626556
1950,715 MILLWOOD RD,3,14,81,1,0,3,2,1950,86.53728070175438
1960,855 MILLWOOD RD,3,22,82,0,0,1,3,1960,87.9720394736842
1939,872 MILLWOOD RD,3,10,67,2,0,2,1,1930,84.36363636363636
1982,221 MILNER AVE,10,150,96,3,3,3,3,1980,89.2235294117647
2019,25 MONTGOMERY AVE,27,235,96,3,3,3,3,2010,96
1952,118 MONTGOMERY AVE,3,109,82,3,0,3,3,1950,86.53728070175438
1930,496 MONTROSE AVE,3,24,84,0,0,3,3,1930,84.36363636363636
1972,80 MORNELLE CRT,16,265,92,3,3,1,3,1970,88.4402489626556
1971,90 MORNELLE CRT,13,198,86,2,3,3,3,1970,88.4402489626556
1961,205 MORNINGSIDE AVE,5,107,95,3,3,3,2,1960,87.9720394736842
1961,207 MORNINGSIDE AVE,5,107,96,3,3,3,2,1960,87.9720394736842
1972,225 MORNINGSIDE AVE,10,99,91,2,3,2,2,1970,88.4402489626556
1972,280 MORNINGSIDE AVE,14,165,92,2,3,2,3,1970,88.4402489626556
1983,801 MOUNT PLEASANT RD,10,185,96,3,3,3,3,1980,89.2235294117647
1913,10 MOUNT ROYAL AVE,3,12,72,2,0,2,2,1910,84.04166666666667
1965,60 MOUNTVIEW AVE,16,221,85,2,3,3,2,1960,87.9720394736842
1960,96 MULHOLLAND AVE,3,11,94,2,0,3,3,1960,87.9720394736842
1978,500 MURRAY ROSS PKWY,19,390,90,2,3,2,3,1970,88.4402489626556
1985,145 MUTUAL ST,15,145,90,2,3,3,2,1980,89.2235294117647
1980,5 NEEDLE FIRWAY,12,137,86,2,3,3,2,1980,89.2235294117647
1993,1319 NEILSON RD,13,124,97,2,3,3,3,1990,88.76712328767124
1950,21 NEPTUNE DR,3,10,92,2,0,3,3,1950,86.53728070175438
1950,23 NEPTUNE DR,3,10,93,2,0,3,3,1950,86.53728070175438
1960,50 NEPTUNE DR,3,12,66,1,0,2,2,1960,87.9720394736842
1960,52 NEPTUNE DR,3,12,83,2,0,3,3,1960,87.9720394736842
1959,61 NEPTUNE DR,3,34,92,2,3,3,3,1950,86.53728070175438
1969,82 NEPTUNE DR,3,11,86,2,0,2,3,1960,87.9720394736842
1956,88 NEPTUNE DR,3,11,84,2,0,3,3,1950,86.53728070175438
1957,91 NEPTUNE DR,3,12,79,3,0,1,2,1950,86.53728070175438
1960,93 NEPTUNE DR,3,10,79,3,0,1,2,1960,87.9720394736842
1974,155 NEPTUNE DR,4,48,74,2,3,2,1,1970,88.4402489626556
1964,4 NEWBOLD AVE,4,12,63,2,0,2,2,1960,87.9720394736842
1957,1 NEWHOLM RD,4,27,90,2,0,3,3,1950,86.53728070175438
1956,2 NEWHOLM RD,4,51,95,2,0,3,3,1950,86.53728070175438
1947,3 NEWHOLM RD,4,25,95,2,0,2,3,1940,83.27777777777777
1958,8 NEWHOLM RD,4,26,73,2,0,2,3,1950,86.53728070175438
2019,39 NIAGARA ST,18,501,98,3,3,3,3,2010,96
2021,25 NICHOLAS AVE,29,346,100,3,3,3,3,2020,98.76923076923077
1974,320 NISKA RD,13,169,80,2,3,2,2,1970,88.4402489626556
1935,34 NOBLE ST,3,18,83,2,0,2,3,1930,84.36363636363636
1964,2 NORTH DR,4,65,91,2,3,2,3,1960,87.9720394736842
1961,60 NORTH HILLS TER,5,71,95,3,3,3,3,1960,87.9720394736842
1910,97 NORTHCLIFFE BLVD,3,10,82,0,0,2,3,1910,84.04166666666667
1968,620 NORTHCLIFFE BLVD,9,68,91,3,3,3,3,1960,87.9720394736842
1968,633 NORTHCLIFFE BLVD,11,86,81,2,3,3,3,1960,87.9720394736842
1940,26 NORWOOD RD,3,12,88,0,0,3,3,1940,83.27777777777777
1950,991 O'CONNOR DR,3,12,95,2,0,3,3,1950,86.53728070175438
1951,993 O'CONNOR DR,3,12,83,2,0,2,2,1950,86.53728070175438
1951,995 O'CONNOR DR,3,12,96,1,0,3,3,1950,86.53728070175438
1954,996 O'CONNOR DR,3,18,83,1,0,3,3,1950,86.53728070175438
1980,1016 O'CONNOR DR,3,12,84,1,0,3,3,1980,89.2235294117647
1951,1127 O'CONNOR DR,3,11,70,2,0,2,2,1950,86.53728070175438
1951,1131 O'CONNOR DR,3,12,67,2,0,2,2,1950,86.53728070175438
1951,1135 O'CONNOR DR,3,13,79,2,0,2,2,1950,86.53728070175438
1951,1139 O'CONNOR DR,3,12,82,2,0,3,2,1950,86.53728070175438
1951,1143 O'CONNOR DR,3,12,84,2,0,3,2,1950,86.53728070175438
1953,1153 O'CONNOR DR,3,11,89,1,0,3,3,1950,86.53728070175438
1953,1157 O'CONNOR DR,3,11,86,2,0,3,2,1950,86.53728070175438
2012,40 OAK ST,4,87,80,2,3,2,1,2010,96
1972,220 OAK ST,27,469,87,2,2,3,2,1970,88.4402489626556
1945,2 OAKBURN CRES,3,11,92,2,0,2,3,1940,83.27777777777777
1945,8 OAKBURN CRES,3,11,91,2,0,2,3,1940,83.27777777777777
1965,22 OAKMOUNT RD,17,216,89,2,3,3,2,1960,87.9720394736842
1965,55 OAKMOUNT RD,16,221,83,1,3,3,1,1960,87.9720394736842
1986,66 OAKMOUNT RD,12,171,91,3,2,3,3,1980,89.2235294117647
1959,4029 OLD DUNDAS ST,8,29,90,2,3,2,3,1950,86.53728070175438
1958,4070 OLD DUNDAS ST,5,48,85,2,3,2,3,1950,86.53728070175438
1966,39 OLD MILL RD,24,148,98,3,3,3,3,1960,87.9720394736842
1955,69 OLD MILL TER,4,26,85,1,0,3,3,1950,86.53728070175438
2005,101 ONTARIO ST,8,52,93,0,3,3,2,2000,91.13793103448276
2021,11 ORDNANCE ST,24,246,99,3,3,3,3,2020,98.76923076923077
2021,25 ORDNANCE ST,31,333,98,3,3,3,3,2020,98.76923076923077
1918,62 ORIOLE GDNS,3,13,74,0,0,2,2,1910,84.04166666666667
1955,130 ORIOLE PKWY,4,39,78,2,0,3,3,1950,86.53728070175438
1930,486 ORIOLE PKWY,3,21,89,3,0,3,2,1930,84.36363636363636
1955,1 ORIOLE RD,8,80,93,2,3,2,3,1950,86.53728070175438
1955,23 ORIOLE RD,4,47,96,3,3,2,3,1950,86.53728070175438
1955,37 ORIOLE RD,4,50,94,3,3,3,3,1950,86.53728070175438
1992,223 OSLER ST,4,13,46,2,0,3,0,1990,88.76712328767124
1960,118 OVERBROOK PL,3,17,88,2,0,3,3,1960,87.9720394736842
1961,4 OVERLAND DR,4,48,86,2,3,3,3,1960,87.9720394736842
1982,15 OXFORD DR,10,174,92,3,3,3,3,1980,89.2235294117647
1979,34 OXFORD ST,5,189,90,2,3,3,3,1970,88.4402489626556
1965,66 PACIFIC AVE,16,230,92,2,3,3,3,1960,87.9720394736842
1904,456 PALMERSTON BLVD,4,32,85,0,0,3,3,1900,81.1875
1907,481 PALMERSTON BLVD,3,11,65,0,0,2,2,1900,81.1875
1911,532 PALMERSTON BLVD,4,21,95,3,0,3,3,1910,84.04166666666667
1950,229 PANNAHILL RD,3,12,92,2,0,3,3,1950,86.53728070175438
1974,18 PANORAMA CRT,17,204,93,2,3,3,3,1970,88.4402489626556
1976,50 PANORAMA CRT,19,223,95,3,3,3,3,1970,88.4402489626556
1988,15 PAPE AVE,5,77,99,3,3,3,3,1980,89.2235294117647
1990,768 PAPE AVE,3,15,54,1,0,1,1,1990,88.76712328767124
1974,35 PARK HOME AVE,10,283,96,3,3,3,3,1970,88.4402489626556
1947,285 PARK LAWN RD,4,29,77,3,0,3,1,1940,83.27777777777777
1957,301 PARK LAWN RD,6,39,80,2,3,2,2,1950,86.53728070175438
1953,317 PARK LAWN RD,4,32,94,3,0,3,3,1950,86.53728070175438
1955,323 PARK LAWN RD,5,48,99,3,3,3,3,1950,86.53728070175438
1971,6 PARK VISTA,10,108,87,2,3,2,2,1970,88.4402489626556
1976,45 PARKCREST DR,8,92,98,2,3,3,3,1970,88.4402489626556
1959,25 PARKETTE PL,5,61,93,3,3,2,3,1950,86.53728070175438
1990,515 PARKSIDE DR,6,75,96,3,3,3,3,1990,88.76712328767124
2015,106 PARKWAY FOREST DR,7,95,97,3,3,3,3,2010,96
1967,110 PARKWAY FOREST DR,17,216,92,1,3,3,3,1960,87.9720394736842
2006,121 PARKWAY FOREST DR,14,232,90,3,3,3,3,2000,91.13793103448276
2013,130 PARKWAY FOREST DR,8,105,99,3,3,3,3,2010,96
1962,71 PARKWOODS VILLAGE DR,7,81,81,1,3,3,3,1960,87.9720394736842
1962,76 PARKWOODS VILLAGE DR,6,65,85,2,3,3,2,1960,87.9720394736842
1994,83 PARKWOODS VILLAGE DR,7,68,92,2,3,3,3,1990,88.76712328767124
1888,531-535 PARLIAMENT ST,3,17,90,0,0,3,2,1880,91
1969,650 PARLIAMENT ST,22,568,99,0,3,3,3,1960,87.9720394736842
1966,90 PARMA CRT,7,92,84,2,3,2,2,1960,87.9720394736842
2012,485 PATRICIA AVE,10,240,97,2,3,3,3,2010,96
1972,138 PEARS AVE,7,96,81,0,3,3,1,1970,88.4402489626556
1968,61 PELHAM PARK GDNS,17,352,79,2,3,2,2,1960,87.9720394736842
1951,45 PEMBROKE ST,3,12,77,2,0,2,3,1950,86.53728070175438
1930,78 PEMBROKE ST,3,15,88,3,0,3,3,1930,84.36363636363636
1920,80-82 PEMBROKE ST,4,11,89,2,0,3,3,1920,83.97142857142858
1885,95 PEMBROKE ST,3,19,89,2,0,3,3,1880,91
1973,100 PEMBROKE ST,11,102,88,1,3,2,3,1970,88.4402489626556
1964,177 PENDRITH ST,3,54,83,3,0,2,2,1960,87.9720394736842
1930,15 PENROSE RD,3,26,77,2,0,3,2,1930,84.36363636363636
1958,75 PETMAN AVE,3,26,84,1,0,3,3,1950,86.53728070175438
1972,263 PHARMACY AVE,21,329,98,3,3,2,3,1970,88.4402489626556
1972,283 PHARMACY AVE,17,267,98,0,3,2,3,1970,88.4402489626556
1955,860 PHARMACY AVE,4,30,92,2,0,3,3,1950,86.53728070175438
1975,2008 PHARMACY AVE,13,293,96,3,3,3,3,1970,88.4402489626556
1959,2 PIMLICO RD,3,12,94,3,0,3,3,1950,86.53728070175438
1927,6 PINEWOOD AVE,3,11,58,0,0,2,2,1920,83.97142857142858
1925,8 PINEWOOD AVE,3,11,54,0,0,2,2,1920,83.97142857142858
1969,40 PLEASANT BLVD,32,163,92,2,3,3,3,1960,87.9720394736842
1959,268 POPLAR PLAINS RD,10,59,87,2,3,2,3,1950,86.53728070175438
2019,571 PRINCE EDWARD DR N,8,115,94,3,3,3,3,2010,96
1900,147 QUEEN ST E,7,76,88,0,3,3,3,1900,81.1875
1984,540 QUEEN ST E,6,44,99,0,3,3,3,1980,89.2235294117647
1993,1070 QUEEN ST E,5,177,93,2,3,3,3,1990,88.76712328767124
1990,1480 QUEEN ST E,4,25,67,0,0,2,3,1990,88.76712328767124
1925,1836 QUEEN ST E,4,30,76,2,0,2,2,1920,83.97142857142858
1923,2150 QUEEN ST E,4,16,87,2,0,3,3,1920,83.97142857142858
1965,2178 QUEEN ST E,3,21,71,2,0,2,2,1960,87.9720394736842
1905,2218 QUEEN ST E,3,16,81,0,0,3,2,1900,81.1875
1925,2367 QUEEN ST E,3,24,89,3,0,2,3,1920,83.97142857142858
1930,2373 QUEEN ST E,3,27,72,1,0,3,2,1930,84.36363636363636
1920,2393 QUEEN ST E,3,24,70,0,0,1,2,1920,83.97142857142858
1920,2400 QUEEN ST E,4,32,89,0,0,2,3,1920,83.97142857142858
1920,2401 QUEEN ST E,3,21,80,0,0,3,2,1920,83.97142857142858
1932,2402 QUEEN ST E,4,21,94,3,0,2,3,1930,84.36363636363636
1937,2406 QUEEN ST E,4,13,93,3,0,2,3,1930,84.36363636363636
1957,2412 QUEEN ST E,3,17,82,2,0,2,3,1950,86.53728070175438
1970,2440 QUEEN ST E,6,24,97,3,3,2,3,1970,88.4402489626556
1920,2449 QUEEN ST E,4,29,65,0,0,3,3,1920,83.97142857142858
1920,2451 QUEEN ST E,4,29,74,0,0,3,3,1920,83.97142857142858
1979,30 LIVONIA PL,13,200,93,2,3,2,3,1970,88.4402489626556
1954,3000 QUEEN ST E,4,30,95,3,0,2,3,1950,86.53728070175438
1932,3008 QUEEN ST E,4,16,86,3,0,2,1,1930,84.36363636363636
1954,3015 D QUEEN ST E,4,16,93,2,0,3,2,1950,86.53728070175438
1954,3015 QUEEN ST E,4,15,95,2,0,3,3,1950,86.53728070175438
1954,3017 QUEEN ST E,4,15,96,3,0,2,3,1950,86.53728070175438
1910,1387 QUEEN ST W,4,23,78,0,0,2,2,1910,84.04166666666667
1912,1501 QUEEN ST W,3,38,77,0,0,2,1,1910,84.04166666666667
1900,1621 QUEEN ST W,6,74,77,2,3,2,1,1900,81.1875
1994,900 QUEENS PLATE DR,16,204,84,1,3,3,1,1990,88.76712328767124
1930,17 RAGLAN AVE,4,16,90,0,0,3,3,1930,84.36363636363636
1930,21 RAGLAN AVE,3,12,87,0,0,3,3,1930,84.36363636363636
1960,40 RAGLAN AVE,7,61,85,2,3,2,3,1960,87.9720394736842
1928,50 RAGLAN AVE,4,32,69,3,0,2,1,1920,83.97142857142858
1967,100 RAGLAN AVE,13,230,86,2,3,3,3,1960,87.9720394736842
1965,105 RAGLAN AVE,6,34,93,2,3,3,3,1960,87.9720394736842
1967,111 RAGLAN AVE,23,175,86,2,3,3,2,1960,87.9720394736842
1957,110 RAJAH ST,3,12,81,2,0,2,3,1950,86.53728070175438
1957,112 RAJAH ST,3,12,82,2,0,3,3,1950,86.53728070175438
1994,11 RANDOLPH AVE,6,95,92,2,3,3,3,1990,88.76712328767124
1992,55 RANKIN CRES,9,176,94,2,3,3,3,1990,88.76712328767124
1950,153 RANLEIGH AVE,4,28,88,3,0,3,2,1950,86.53728070175438
1955,4 RANNOCK ST,4,26,96,3,0,3,3,1950,86.53728070175438
1959,5 RANNOCK ST,4,28,85,3,0,3,2,1950,86.53728070175438
1960,31 ROCKCLIFFE BLVD,3,39,78,2,0,2,2,1960,87.9720394736842
1964,12 ROCKFORD RD,13,128,96,2,3,3,3,1960,87.9720394736842
1973,101 ROEHAMPTON AVE,20,129,98,3,3,3,3,1970,88.4402489626556
1964,200 ROEHAMPTON AVE,13,228,90,2,3,3,3,1960,87.9720394736842
1970,299 ROEHAMPTON AVE,12,224,88,2,3,3,3,1970,88.4402489626556
2015,305 ROEHAMPTON AVE,16,221,99,3,3,3,3,2010,96
1967,59 RONCESVALLES AVE,4,38,84,0,0,2,3,1960,87.9720394736842
1940,118 RONCESVALLES AVE,3,30,89,0,0,3,3,1940,83.27777777777777
1914,310 RONCESVALLES AVE,4,13,79,0,0,3,1,1910,84.04166666666667
1918,320 RONCESVALLES AVE,4,16,90,0,0,3,3,1910,84.04166666666667
1930,469 RONCESVALLES AVE,4,15,89,0,0,3,3,1930,84.36363636363636
1960,470 RONCESVALLES AVE,4,39,84,3,0,1,1,1960,87.9720394736842
1964,135 ROSE AVE,15,239,91,2,3,3,3,1960,87.9720394736842
1945,34 ROSECLIFFE AVE,4,26,66,1,0,1,2,1940,83.27777777777777
1956,1 ROSEDALE RD,4,25,89,2,3,3,3,1950,86.53728070175438
1955,130 ROSEDALE VALLEY RD,9,99,93,3,2,3,3,1950,86.53728070175438
1969,50 ROSEHILL AVE,23,245,91,2,3,2,2,1960,87.9720394736842
1954,107 ROSELAWN AVE,4,21,96,3,0,3,3,1950,86.53728070175438
1965,630 ROSELAWN AVE,9,104,87,1,3,2,3,1960,87.9720394736842
1959,665 ROSELAWN AVE,5,87,90,3,3,3,3,1950,86.53728070175438
1988,668 ROSELAWN AVE,9,125,94,2,3,2,3,1980,89.2235294117647
1953,675 ROSELAWN AVE,6,52,90,3,3,2,3,1950,86.53728070175438
1960,835 ROSELAWN AVE,7,39,92,3,3,2,3,1960,87.9720394736842
1965,836 ROSELAWN AVE,3,26,84,2,0,3,3,1960,87.9720394736842
1959,837 ROSELAWN AVE,7,39,80,3,3,2,1,1950,86.53728070175438
